bathrooms,bedrooms,finishedsqft,price,totalrooms
4,4,2436,2225000,7
1,2,1150,690000,5
1,2,1240,1425000,5
2,3,1510,878000,6
2.5,4,2350,2800000,7
2,3,1410,1395000,8
2,3,2230,7450000,9
1,2,1500,745000,5
1,2,855,720000,4
5.5,6,4675,3576000,10
4,5,2643,2450000,11
3,3,3245,2868000,11
2,1,831,765000,4
1,1,787,730000,3
1,3,1537,1208000,6
3,4,1600,3225000,7
1,2,1498,850000,5
1,0,450,350000,2
2,2,1169,1100000,5
1,1,689,708000,3
2,2,1450,1777000,12
3,3,2500,2300000,8
2.5,3,2043,1958000,7
1,1,780,74000,4
2,2,1208,1375000,5
5,4,3170,3750000,9
2,3,1609,1260000,8
1,2,1050,1265000,5
1.5,2,800,1292000,4
2,2,1193,1705000,6
1.5,3,1386,605000,6
1,2,922,652000,5
2,3,1312,1065000,6
2,3,1300,1200000,5
2,3,1855,1310000,6
2,3,1560,1815000,6
1,2,1162,830000,6
2,2,1123,1278000,5
2,3,2012,1335000,8
1.5,2,1295,975000,8
2,3,1488,1090000,6
3,3,2248,1365000,7
4.5,5,2800,1900000,11
4,4,1674,1728000,5
4,7,3488,2000000,14
2,4,2295,1680000,8
1,1,987,940000,4
2,2,1650,259000,5
2,2,1020,540000,4
2,3,1300,400000,6
2,3,1260,1336000,6
2,2,1764,930000,2
1,1,656,790000,3
1,1,807,690000,3
1,2,872,848000,5
1.5,1,983,925000,2
2,2,1243,1415000,5
1,2,1164,815000,4
3,3,1610,1310000,6
2,4,2500,1440000,9
1,2,1250,625000,5
2,2,1182,680000,5
2,3,1700,880000,7
4,6,2300,1030000,12
2.5,2,1930,2000000,5
2,3,1325,1150000,5
1.5,2,1617,1410000,8
2,3,1770,1600000,6
2,3,1155,1925000,8
2.5,2,1750,2430000,6
3,3,1858,1105000,6
1.5,3,2225,1425000,8
3,4,1758,838500,10
1,2,1200,870000,5
2,3,1627,930000,6
2,2,1800,2400000,4
2,2,844,620000,4
2,3,1926,1572000,8
2,2,1500,1300000,5
1,1,838,900000,4
2,2,2041,1895000,6
3.5,3,2177,2187500,8
1,0,560,450000,4
1,1,792,630000,4
3.5,4,3338,3495000,8
2,2,1260,940000,5
1,2,1108,940000,5
2,3,1500,960000,9
1.5,0,3270,975000,10
2,2,1188,1100000,5
2,2,1394,1676000,5
2.5,2,1900,1615000,6
2.5,3,1825,1750000,6
2.5,3,2188,2010000,7
2.5,5,3480,3475000,9
2,4,2808,2181000,9
2,3,1196,815000,6
3,3,2219,2750000,7
1,2,1019,600000,5
1,2,825,660000,5
2,3,1940,1412000,9
2,3,1056,1115000,7
1,2,1320,745000,5
1,1,605,750000,3
1.5,1,908,820000,2
1,2,1333,1550000,6
1.5,2,1341,1320000,6
2,2,1082,630000,5
2,4,1652,1300000,7
1,3,1445,361000,6
4,4,1920,1100000,8
2.5,3,1978,1607000,6
1,1,650,770000,3
1,0,478,503000,2
2,1,1981,1745000,2
1,2,788,878000,5
1.5,3,1100,1150000,6
1,3,1275,1300000,6
2,3,1411,1500000,6
3,3,1440,1565000,7
2,3,1152,865000,7
2,2,2763,485000,4
1,2,950,900000,4
3,4,2013,960000,6
1,1,967,445000,4
2,3,1750,629000,7
1,2,1150,720000,5
3,3,2155,1750000,5
1,3,1755,1350000,6
1,2,990,700000,4
2.5,4,1862,2125000,12
2,3,1875,1589000,7
1.5,2,1581,1900000,5
2,2,968,530000,4
2,4,2024,1300000,11
1,2,1285,792000,7
2,3,1428,900000,8
1,1,655,650000,3
1,1,1025,957000,3
1,1,575,550000,3
1,2,1019,1311000,5
2,4,1547,825000,6
1,1,961,941750,5
3,3,2350,2025000,7
1.5,3,2300,1580000,8
3,4,1371,740000,7
4,4,3991,2450000,11
1,2,825,760000,4
2,3,2215,941000,10
2,2,1160,955000,5
2,2,1387,1000000,4
1.5,2,820,725000,3
1,2,1089,1050000,5
4,4,2014,1055000,8
2,2,1272,1030000,5
1,1,785,670000,3
2.5,3,2256,1737500,6
3.5,4,2800,1888000,8
3.5,3,2850,2452000,7
3,4,1790,1850000,8
2,2,1709,1810000,6
2,3,1167,925000,7
4,4,2400,1850000,9
2,3,2015,1295000,6
1,2,1168,1250000,9
1,2,1257,1187000,4
2,3,1517,1263000,6
2.75,6,2700,2000000,12
2,4,2178,2010000,7
2,3,1601,1555000,5
2,3,1600,815000,6
1,3,1400,960000,6
2,4,2610,1061000,10
2.5,3,2763,2500000,6
1,1,992,815000,4
1,1,867,830000,4
1,2,1147,1000000,6
3,3,2500,2600000,7
1,1,1229,1095000,2
2,2,800,600000,5
1,1,907,742000,4
1,2,916,910000,5
1,2,650,1188000,10
2,3,1378,870000,6
1,2,1303,1400000,5
1,1,702,600000,4
4,4,4465,4681000,10
1,2,1087,521000,5
1,1,557,625000,3
2.5,2,1800,1270000,8
1,1,1240,1200000,4
1,2,956,683000,5
2,2,979,800000,4
2,1,1501,1164500,2
2,2,1433,2100000,5
3.5,4,2536,1875000,7
1,1,667,756000,3
2,2,1424,1330000,5
1.5,3,1772,1970000,6
3.5,5,3000,2650000,11
1,1,810,770000,4
1,2,1268,1210000,5
1,1,1208,1300000,4
2.5,3,1920,2265000,7
2,3,1325,950000,9
2,2,1500,990000,5
2,3,1519,1437500,6
3.5,4,2848,3250000,8
3,4,1610,1220000,10
1,2,1125,852000,5
1,2,1284,1225000,4
2,3,1695,1125000,6
4.5,4,4992,3540000,13
1,2,1600,715000,5
1,3,1868,1225000,6
3,5,2956,1800000,8
2,2,1199,900000,5
2,2,520,1425000,4
3,4,2000,1320000,8
1,3,1298,1475000,6
2.5,3,2100,733000,7
3,5,1600,740000,7
1,1,650,729000,3
3,3,1150,1280000,5
2,3,1650,1775000,8
1,2,750,450000,4
1,3,1590,1325000,5
2,2,2904,1050000,14
2,3,2300,1850000,7
4,4,1896,943000,8
1,3,1908,1275000,6
2,2,1096,850000,5
1,1,861,860000,3
1,2,947,1212500,5
1,1,759,760000,3
2,2,1073,935000,4
2,2,1216,985000,4
2,2,1740,1740000,5
1,1,484,495000,3
2,3,1900,180000,5
1,2,910,800000,4
1,2,1012,855000,5
4,7,3215,1550000,14
1.5,1,1019,700000,4
4.5,5,3945,3800000,11
2,3,2020,1300000,6
1,1,670,450000,3
1,1,669,405000,3
1,1,672,650000,2
1,3,1133,1600000,5
1.5,1,894,825000,5
2,2,990,1246000,5
2,2,983,983000,4
3,3,1502,1160000,7
1,1,733,760000,4
1,1,668,768500,3
2,2,1442,1130000,4
2,2,2386,1980000,6
2,2,1111,1250000,5
2,1,1250,1405000,6
2,4,1317,888000,6
1,3,1130,925000,6
1,1,612,1315000,3
1,2,858,538000,4
1,2,990,650000,4
2,3,1353,705000,6
2,4,2924,367500,10
3,4,1901,1589000,8
2,3,1600,812000,5
2,4,1138,835000,5
3.5,3,3877,2858501,9
3,4,2285,1400000,8
1,1,885,585000,4
1,2,1505,930000,7
3,3,1872,1300000,7
2,3,800,803000,4
4,5,2100,1240000,10
2,2,800,430000,5
2.25,2,1700,1200000,5
1,2,900,807000,5
1,2,935,557000,4
1,3,1125,880000,5
1,1,642,675000,3
1,2,1502,825000,6
2.5,5,2300,1070000,5
3,2,2600,1630000,5
2,2,1200,570000,5
1,2,1452,795000,6
1,1,639,611000,3
1,2,735,725000,3
2,3,1800,1795000,6
1,1,673,675000,4
1,1,936,1000000,4
2,2,1236,665000,6
2,1,828,1150000,3
2,3,2262,1800000,8
3,6,3150,1900000,13
1,2,975,950000,4
1,2,1122,1085000,5
2,3,1368,270000,6
4,4,1955,1550000,7
1,1,719,820000,3
3,4,3000,2410000,10
1,3,1355,875000,6
2,3,1348,1100500,5
2,3,1664,1405000,9
1,1,741,890000,4
1,2,1900,1550000,6
2,3,2000,712000,6
2,2,904,815000,5
2,2,1080,938000,5
2,2,1166,1410000,4
2,2,1278,1600000,4
2,1,860,745000,3
2,2,1109,1130000,4
1,2,1170,750000,4
2,5,2101,860000,8
2,3,1522,1500000,7
2,4,2455,1200000,9
1,2,1025,1771000,5
1,2,840,960000,4
2,4,1800,709000,8
2,3,1930,1116000,8
3,3,2650,2350000,8
2,3,1578,1550000,7
1,1,745,418000,3
1,2,850,805000,4
2,2,923,1116500,5
5,4,3500,2681000,10
3,4,2600,763000,9
1,2,1250,1190000,6
1,1,836,805000,4
2,3,1925,1950000,6
2,3,1653,1300000,7
2.5,4,2250,1910000,10
2.5,2,1821,1040000,6
2,3,1900,1084000,5
2,3,1545,1250000,6
2.5,3,2070,3310000,6
1,4,1424,350000,8
1,2,1725,823000,6
1.5,1,837,720000,4
3.5,4,2176,3450000,7
2,3,1450,1375000,8
2,3,1700,1148000,7
1,1,769,1550000,4
1,4,1900,1700000,7
1,4,2608,1900000,8
3,3,1350,1950000,3
3,4,2188,2430000,7
2,3,1600,1300000,8
2.5,3,1988,1275000,8
1.5,2,957,585000,4
1,3,1573,950000,6
2,2,1309,1700000,4
1,1,1204,905000,2
2,3,1571,1178000,7
1,2,1250,690000,5
1,3,1440,1240000,7
2,3,1665,187500,6
2,3,1850,1500000,6
2,3,1773,2310000,5
3.5,3,1775,980000,8
2.5,4,2400,5700,6
1,1,659,675000,3
1,2,1208,1200000,5
4.5,6,4283,3825000,10
2,2,987,700000,4
3,5,2500,1662000,7
1,2,995,1050000,5
2,2,1373,480000,4
1,2,1011,675000,6
1,2,1275,575000,8
3.5,4,2063,1382000,7
2,2,1250,901000,3
1.5,2,1000,740000,3
2,2,968,959000,4
2,3,1500,1275000,6
2,3,1228,772000,6
1,2,1830,1200000,8
4,3,2068,1450000,7
1,2,1035,900000,5
1,2,1472,929000,5
2,3,1350,1100000,6
1,2,773,982000,4
1,1,672,526000,3
1,1,738,690000,3
1,1,1100,780000,3
1.5,1,1076,800000,3
1,2,1785,905000,5
3.5,3,2300,1520000,6
1,2,1275,1000000,5
4,3,2297,2025000,8
2,3,2332,2400000,6
1,2,763,575000,4
2.2,2,1020,888000,7
3,4,1812,1012500,6
2,2,1063,545000,5
2,2,985,925000,4
2.5,2,1295,888000,7
1,1,775,825000,4
2,2,1700,670000,8
3,4,1835,1240000,9
2,0,2800,1050000,10
3,6,3845,2250000,14
2,3,1579,750000,6
2,4,1672,975000,6
4,4,1741,6700000,8
2,2,1582,990000,8
1,1,665,426000,3
2,3,1341,630000,4
1,2,1125,660000,5
2,2,1550,1830000,5
3,3,1729,1450000,8
2,2,1075,1410000,4
1,3,1000,680000,5
1,1,639,677000,3
2,2,800,860000,3
1,0,456,377000,2
2,3,1350,1200000,6
5,5,2849,1100000,6
2,2,1115,1511000,4
2.5,2,1910,2700000,5
1,1,732,619000,3
2,2,882,630000,5
2,3,1526,1295000,6
2,4,1800,805000,8
2,3,1300,940000,7
2.5,4,1680,1650000,6
4,5,1818,925000,6
1,2,811,1106000,5
1,2,1348,1263000,5
2,3,1245,1275000,5
3,2,1939,1840000,6
2,3,990,855000,6
1,1,1040,795000,2
1.5,2,1350,1055000,6
2,3,1300,1150000,5
2,3,1186,628500,5
3,4,1840,890000,8
1,3,1242,1205000,5
1,2,1300,480000,7
1,2,1245,805000,5
2,2,1151,810000,5
1,1,781,465000,4
1,2,1258,700000,6
2,4,2250,1225000,8
2,2,1567,1238000,4
2,2,1250,446500,5
2,3,1726,1385000,4
1,3,1018,1150000,6
2,3,1950,775000,6
5,4,2451,1500000,7
2,2,1416,980000,6
1,3,1585,1000000,6
3,4,1700,1185000,7
2,2,1080,665000,4
1,3,1141,683000,5
1,1,636,599000,3
2.5,3,1695,1550000,6
1,3,1302,899000,5
1,2,1250,1100000,5
2,2,1224,1200000,5
1,2,1012,810000,4
2,3,1235,1070000,6
2,4,1580,800000,6
1,3,1672,1300000,7
2,2,1235,1180000,5
1,2,412,490000,1
2,2,1319,1300000,4
2,4,1530,930000,8
1.5,2,1332,800000,7
2,3,1700,1050000,5
2,2,983,946000,4
2,2,890,994000,4
4,2,1700,2162500,5
4,4,2770,2500000,8
1.75,3,1650,1420000,10
2.5,3,2370,1790000,6
2,3,2500,3005000,7
3,4,1770,1475000,7
1,2,1162,865000,5
7,5,4436,3012000,9
1,1,1258,888000,4
1,2,1465,915000,5
1,2,1441,1000000,5
3,4,1500,1180000,5
1,2,850,750000,4
2.5,4,2100,2200000,7
5,4,4930,4388000,9
2,2,954,1002000,4
1.5,2,1200,1495000,5
3.5,3,2955,5700000,9
4,3,1353,1200000,7
3,3,1440,675000,5
2,2,1315,735000,5
2,3,1005,775000,5
2,3,1363,975000,4
1,2,989,1050000,4
2.5,3,2244,1550000,5
2,2,984,540000,4
2,2,1409,1074000,3
3.5,4,1740,2075000,6
3,3,2042,1375000,9
2,2,1461,1525000,6
1,2,750,554500,5
1.5,3,1484,1125000,5
3.5,3,2400,2325000,8
2,3,1310,1300000,6
2,3,1975,1320000,6
2,5,3618,1350000,13
3,5,1950,1280000,8
3.5,4,1510,904000,7
1,1,631,570000,3
3,5,1775,765500,8
4.5,4,2615,2300000,9
1,1,750,1550000,4
1.5,3,1147,520000,6
3,6,2470,1275000,13
1,1,700,649000,4
2,2,1696,1750000,5
2,2,1300,750000,6
1,2,1152,950000,5
2,2,1019,285000,4
2,2,890,994000,4
2,2,968,940000,4
2,2,985,959000,4
1,2,936,999500,4
2,3,1300,976000,6
1.5,1,808,1037500,3
3,3,821,1250000,5
3,3,2971,1788000,6
1,1,893,795000,3
1,2,1300,1420000,5
1,1,660,652000,4
14,7,1308,1000000,7
1,1,700,477000,4
2,3,1412,875000,6
3.5,5,360,955000,3
3,4,2300,3700100,8
1,2,1212,733000,5
1,3,1200,850000,6
2,2,1416,1170000,4
3,5,2840,2700000,9
1,3,1432,1100000,7
2,2,1500,810000,6
2,3,1438,1140000,5
4,8,4952,1709000,18
3,3,1468,2275000,5
1,1,1000,465000,4
1,2,1087,960000,5
2,2,1599,1600000,6
2,2,1063,552000,5
1,3,1057,650000,5
3,4,2300,845000,7
1,2,730,681000,4
1,3,1800,1150000,6
1,2,1700,700000,5
1,3,1672,1150500,6
1.5,3,1227,1135000,5
1,3,1183,665000,5
1,2,890,1342000,4
1,0,474,363000,2
2,3,1325,1349000,5
4,4,2125,1450000,9
1,1,706,480000,3
2,2,968,903000,4
2,3,1670,1900000,6
2.5,3,3795,5350000,7
2,2,1035,875000,5
3.5,4,1994,1070000,10
2,4,1210,690000,6
4.5,5,5130,4150000,13
1,1,739,401000,3
1,2,1012,820000,4
1,1,775,752000,4
1.5,3,3740,1288000,15
3,4,2206,1750000,13
4,4,3293,2165000,7
3,5,2104,1150000,12
1,1,1043,799000,4
2,2,1616,2415500,6
1.5,1,1080,875000,3
2,2,1140,1125000,4
4,5,2250,850000,9
1,3,1214,680000,5
1,3,1107,900000,7
2,2,1346,1575000,5
2,2,1850,1700000,2
2,4,1514,871000,6
1,2,1700,1350000,5
2,3,1065,829000,5
3.5,4,2340,2650000,10
1,2,960,630000,5
2.5,3,1560,1130000,8
1,2,1060,730000,5
2,3,1125,855000,5
1,2,747,899000,4
2,3,1530,1300000,7
2,2,1179,900000,5
3,5,2283,1302000,8
2,3,1794,1270000,7
4,6,2100,1758000,10
3,4,2900,2200000,11
2,2,1344,968000,8
3,4,1696,1250000,7
2.5,4,2150,1650000,9
1,2,825,898000,4
1,3,1125,880000,5
3,3,2683,3400000,8
2,3,1200,842000,6
1,2,750,1200000,4
2,3,1725,2300000,10
2,2,977,1075000,4
2,3,1857,1008000,7
2,2,1324,1300000,5
2,2,1309,1320000,4
2,2,917,950000,4
2,3,1790,1600000,6
2,4,1529,600000,7
3.5,3,2298,2475000,7
4,5,3295,3750000,7
2,3,1163,950000,5
3,4,1850,1050000,5
1,1,804,660000,3
3.5,4,2963,2500000,11
2,2,1500,1500000,5
3,3,1591,1500000,6
1,2,1700,2930000,13
1,2,1025,740000,4
1,2,1329,1255000,5
1,2,1166,875000,5
2.5,3,1944,2025000,7
3,4,2600,2800000,8
2,4,2938,2450000,8
2,3,1300,1000000,6
2,3,1684,1130000,7
2,2,1636,1250000,5
1,1,882,875000,4
2,2,928,710000,5
1.5,4,2016,1810000,7
2.5,3,1755,1850000,7
1,2,1075,800000,4
1,2,1285,918000,5
4,4,2200,1275000,8
3,3,2100,2665000,9
2,2,1178,600000,4
1,2,955,708000,4
1,2,1424,805000,5
2,2,1456,1485000,3
2.25,3,2420,2850000,6
1,2,1275,930000,5
1,1,948,925000,4
1,3,1183,1070000,5
1,2,1090,830000,5
1,1,949,880000,4
2,2,1100,1300000,5
2,2,1554,2050000,5
1,1,531,580000,2
1,2,750,246000,3
2,2,1003,1228000,5
2,2,1509,1750000,6
2,4,2200,1975000,8
2,4,1500,950000,6
1,2,1149,975000,4
1,2,1125,1097000,5
1,2,880,1120000,5
2,3,1321,700000,4
4.5,4,3000,1300000,8
1,2,1062,1083000,4
2,3,1788,1900000,7
2,3,1640,1175000,5
3,5,2177,1100000,9
2,2,1279,1080000,4
1,3,1750,1149000,5
2,3,1490,1300000,5
1.5,2,1446,1300000,6
2,3,1467,1090000,5
1,4,1800,1200000,7
2.5,4,2234,1210000,9
2,3,1422,710000,7
2.5,3,1818,1115000,6
1,2,800,750000,4
2,2,1681,2400000,5
2,2,984,550000,5
1,2,730,790000,4
2,2,1531,1850000,5
1,1,464,635000,3
1,1,1112,760000,4
2,2,1054,1175000,5
1,1,879,785000,3
2.5,2,1280,1400500,6
1,1,950,601500,4
3,4,2637,1450000,8
1,0,417,450000,5
1,2,1541,925000,6
1,2,836,685000,4
2,2,1307,1580000,5
1.5,1,686,580000,4
1,1,822,785000,3
1,1,681,745000,3
2,2,1877,1950000,6
2,2,750,525000,4
2,2,1338,1150000,5
2,3,1842,1804000,8
2,4,1546,720000,4
2,4,1643,860000,7
2,3,1320,950000,6
2,2,1722,1775000,6
3.5,4,3140,4650000,8
1.5,2,1118,620000,5
3,3,1858,860000,7
1,1,677,525000,4
4,3,2400,3730000,5
2,4,660,640000,4
2,2,1125,785000,6
2,3,1450,1530000,3
6,9,3866,1850000,18
1,2,1310,1005000,5
2,3,1490,1215000,5
2,3,1656,1100000,6
2,3,1420,1330000,6
1,2,1363,1450000,5
5,4,3644,3650000,8
3,5,3200,825000,5
2,2,968,899000,4
1,1,683,745000,3
2.5,3,1550,1500000,6
1,2,1850,900000,5
3,2,1788,2073500,6
2,3,2162,1990000,7
1,0,613,560000,2
1,2,1169,600000,5
1,3,830,625000,4
1,1,605,635000,3
1,1,962,725000,4
2.5,3,1600,725000,6
3,3,1850,736000,8
3,4,2115,889000,8
1.5,3,1350,950000,7
1,1,985,1099000,3
2,2,1054,1130000,5
3,3,1500,1245000,5
5,4,4100,2100000,15
3,3,1928,2125000,5
2,3,2450,3000000,7
2.5,2,2616,3115000,8
2.5,2,1670,3150000,5
6,6,3633,3300000,8
2,3,3045,3500000,7
2,3,1667,1750000,6
1,1,783,669000,4
2,2,985,286500,4
2,3,1650,950000,5
2,2,930,1030000,5
2,3,1100,2160000,5
2,2,1113,1187000,4
2,4,2990,1200000,10
1.5,3,1141,1385000,6
2,3,1710,1875000,8
2.5,3,1560,2600000,7
1,1,383,408500,2
2.5,2,1210,630000,5
2,3,1300,757000,6
2,1,989,825000,3
1,3,1065,890000,5
2,3,1290,910000,7
2,2,981,925000,4
2,2,1100,950000,4
3,3,2000,1050000,9
1,2,1522,1260000,6
2,2,1220,1450000,4
1,2,1200,1850000,5
5,5,5400,4700000,15
1,1,437,435000,2
1,1,383,450000,2
1,0,432,455000,1
1,1,640,683500,2
1,3,1168,770000,6
3,3,1518,1438000,6
2,3,1313,995000,5
1,3,920,1109000,5
2,2,966,1205000,5
2,3,1800,1250000,8
2,2,1225,1381000,4
2,2,1265,1625000,5
4,5,3635,1785000,7
3,4,1956,2475000,7
1,2,900,4500000,5
1,2,1037,575000,5
1.5,1,855,820000,4
1.5,3,1625,940000,6
2,2,1272,950000,5
3,4,2150,950000,5
6,9,5050,2390000,18
1,1,804,400000,3
2,3,720,552000,4
1,2,1134,600000,4
1,2,1025,630000,5
1,1,700,675500,4
1,2,1050,776000,4
1,1,640,1030000,4
4,5,2745,2000000,14
2,4,1845,1150000,7
2.3,3,1376,1200000,5
2,3,2470,1260000,7
1,3,1650,1700000,6
3,3,2442,2185000,7
3,3,2200,2675000,10
3.5,3,2334,3300000,6
1,2,925,503000,4
1,2,925,530000,5
1,2,825,725000,3
1,2,1065,550000,5
2,2,875,600000,4
1,2,862,630000,4
1,1,1940,1010000,8
2,3,1340,725000,5
1,1,650,734000,3
1,3,1362,820000,6
1,2,786,839000,4
1,2,1250,850000,5
1,2,1350,870000,5
2,3,2700,950000,11
1,5,1933,1038000,9
2,3,1100,1072000,5
2,2,1113,285000,4
2,2,1113,1180000,4
3,3,1875,1200000,6
2,2,1257,1395000,6
2,2,1165,1495000,4
2,3,1550,1565000,6
2.5,3,2000,2100000,6
2,2,1015,1260000,5
1,1,1044,825000,4
1,2,504,470000,4
1,2,1072,1856000,5
1.5,2,1410,995000,4
1.5,3,1214,1043000,5
4,6,3002,1710000,13
1,2,875,360000,4
2,2,985,286500,4
1,2,770,254000,4
1,1,523,631000,3
1.5,1,851,825000,3
2,2,1500,900000,5
2,3,1120,1425000,5
2,3,1288,800000,6
2,3,1680,810000,7
2,3,1660,1060000,7
2,2,942,925000,4
2,2,1040,950000,4
1,2,1134,1100000,4
1.25,3,1365,1450000,7
2,3,2587,5400000,7
1,3,800,420000,4
2,4,2090,680000,8
1,2,896,725000,3
1,1,1118,1000000,5
3,3,1906,1465000,6
2,3,2070,3100000,7
3,5,4220,2355000,14
2.5,3,1643,1140000,9
1,1,591,650000,3
2,3,1518,1057500,5
2,1,1698,1325000,4
1,1,590,600,2
2,2,1188,880000,4
2.5,2,1296,903500,4
1,2,998,950000,4
3,3,1552,1251000,4
1,1,1100,1500000,6
2,2,1712,2060000,5
1,3,1000,685000,6
1,1,703,690000,2
2,2,1017,1690000,6
1,1,668,553000,3
2,3,1717,1125000,6
2,2,1021,965000,4
2,3,1176,975000,4
2,2,1400,1200000,5
3.5,5,2312,2360000,12
2,3,2208,2500000,8
1,1,746,370000,3
1,1,747,481000,3
3,4,2351,1700000,7
2,3,2025,850000,9
1,2,789,823000,4
1,1,650,729000,3
2,2,1030,1140000,5
3,4,2598,2650000,7
1,2,1400,1580000,4
2,2,1056,875000,5
3.5,4,4386,7750000,11
3,4,2460,1205000,8
2,3,1503,1381000,5
2,2,1015,965000,4
2,2,1876,1100000,7
1.5,4,3418,2090000,9
6,6,9378,9500000,15
2,2,1301,1010000,5
3,4,2205,1495000,11
1.5,2,850,521500,4
1,3,1225,790000,5
2,2,1166,1450000,4
2,2,1259,1860000,4
1,1,850,649000,3
1,1,800,756000,4
2,3,1143,805000,5
3,4,1955,1975000,5
3.5,5,2045,3018000,9
2,2,1515,1370000,5
2,2,1154,1150000,5
1,2,739,628000,4
1,1,733,675000,2
2,3,1300,2600000,5
1,1,946,750000,3
2,2,1517,1525000,4
2,3,1155,233000,4
2,2,1257,1520000,6
2,3,1553,2000000,6
1,1,936,580000,4
1,1,944,830000,4
1,2,1029,750000,5
3,3,2949,1770000,10
2,4,1952,860000,8
3,3,1811,1462000,7
3.5,3,1970,2150000,7
1,2,906,540000,6
2,3,1776,1044500,6
1,2,1525,1200000,5
1,2,1058,1320000,5
2,3,1866,1450000,7
4,5,2402,680000,8
2,2,1303,1308000,5
1,1,555,607500,3
1,2,1470,710000,7
3,3,2004,2329000,8
1,2,902,835000,5
2,3,1808,1175000,7
1.5,3,1000,702000,8
2,2,1131,887000,4
1.3,3,1620,1300000,6
1,2,1410,1197000,6
3,5,1758,1035000,8
4,4,2442,4150000,7
2,2,1003,249000,5
2,2,1546,880000,5
3,5,1885,860000,9
1,2,978,880000,4
3,3,1844,1650000,7
2,3,1586,1635000,6
1.5,2,1455,1125000,5
3,2,2150,1753000,5
1.5,2,1043,950000,5
1,1,845,615000,12
2,2,1129,925000,4
2,2,1238,1460000,4
1,1,694,729000,3
1,1,744,570000,3
2,2,1205,1300000,5
3,3,1789,1635000,7
1,2,1000,1082000,4
5,5,3685,2895000,9
2,2,998,1005000,3
2,3,1212,900000,5
2.5,2,1704,1250000,4
2,5,1548,950000,9
2,3,1525,788000,6
3,5,1756,905000,8
1,1,652,560000,3
1,2,1365,1150000,5
2,1,850,680000,2
2,2,825,700000,4
2,3,1262,1195000,6
1,1,610,625000,4
1,2,787,875000,4
3,3,1916,1190000,9
1.5,1,1057,760000,3
2,3,1434,1185000,6
2,3,2130,1295000,8
1,1,1841,1850000,5
1,2,1510,1418000,5
2.5,2,1308,1135000,7
2,2,1318,1465000,5
2,2,1755,710000,7
2,2,1656,1400000,6
2,2,991,1100000,5
1,2,829,862000,4
1,2,3300,1085000,5
2,4,1325,1010000,6
1,1,982,723000,4
1,2,1250,915000,5
2,2,1600,1275000,6
1.5,1,1043,925000,3
1,2,852,825000,3
1.5,3,1856,1800000,6
1,1,653,485000,3
1,2,1321,1160000,5
3.5,4,2500,1569000,7
1,2,1200,935000,5
2,3,1725,1050000,6
2,2,4540,3416500,15
1.5,2,999,960000,5
2,3,1026,1020000,5
1,3,1407,1250000,6
1,2,1301,900000,8
2,3,1320,1400000,5
2,3,1450,1175000,8
2,3,2000,1650000,5
1,2,1014,900000,5
3,4,2283,1900000,8
2,2,1864,2150000,7
3,2,1443,1215000,6
3,3,1358,1280500,5
3,4,1600,1410000,7
3,3,2822,2425000,8
1,2,5460,675000,22
1,1,930,805000,3
2,3,1600,1625000,6
2,2,1238,1550000,5
1,2,1643,1350000,5
2,3,2026,2014000,6
2,2,1025,810000,5
1.5,3,1692,1410000,6
1,1,680,710000,3
3,3,2380,1880000,7
1,2,885,655000,4
1,2,1145,800000,5
1,2,960,1015000,3
1.5,2,1310,1425000,5
2,3,1080,760000,5
1.5,3,1024,805000,6
2,1,1487,1000000,4
3,2,1564,1300000,5
1,1,579,550000,3
2.5,2,1274,1030000,4
1,2,1302,735000,5
1,1,1050,951000,5
2,2,1356,1415000,6
5,7,3600,1535000,12
2,2,1560,1800000,6
3.5,3,3015,3300000,10
3,6,2690,1480000,10
5,6,4200,2600000,15
6,6,5500,5375000,12
2,2,1050,1104713,5
1,2,1334,1307000,5
2,2,1384,610000,4
3.5,6,3000,2850000,9
1,1,684,755000,3
4,5,2400,699500,7
1.5,3,1436,1175000,6
3,3,2050,1500000,5
1,2,1375,1033000,5
2,3,1795,2000000,6
1,2,1365,950000,5
1,1,700,800000,3
1,3,995,750000,5
2,3,1400,626000,8
1,2,1655,757500,5
7,6,5613,200000,10
1,1,837,975000,4
2,3,1826,1735000,6
2,3,1579,2200000,8
1,1,764,851000,3
2,2,1043,955000,4
1,3,1350,1361000,5
1,1,823,659000,3
1,2,839,925000,4
2,3,2561,2410000,7
2,2,975,920000,4
1.5,1,1218,1050000,3
2,2,1268,1175000,5
1,3,1030,900000,5
4,5,3032,1459000,16
2,3,1384,1710000,9
2,3,1690,835000,7
1,1,733,685000,4
2.5,2,1401,1440000,5
1,1,1070,1075000,4
1.8,2,1162,921500,5
2.25,3,2050,2050000,6
1,3,1494,1231000,6
2,3,1900,1727000,6
1,3,1672,1050000,8
3.5,4,2900,3625000,8
3,4,2425,945000,11
2,3,1768,1100000,10
1,2,944,1012000,6
2.5,3,2124,1160000,7
1,1,805,1000000,3
2,4,3478,1237500,10
3,4,1878,700000,8
2.5,3,1760,1099000,7
1,1,801,885000,3
2,3,1676,1850000,5
2,3,1599,3375000,6
2,4,5526,1225000,18
2,2,1314,1375000,5
4,6,3814,3703000,12
1,2,1359,650000,6
1.5,3,1475,705000,6
1,2,1125,1180569,5
1,2,1100,1420000,4
1.5,2,1540,1995000,6
2,3,1850,950000,6
2,3,1360,1300000,5
1.5,2,1607,1350000,6
